sample_id,timestamp,sensor_thumb,sensor_index,sensor_middle,sensor_ring,sensor_pinky,sensor_accel_x,sensor_accel_y,sensor_accel_z,sensor_gyro_x,sensor_gyro_y,sensor_z,label
0.2640835112494452,0.34855888049740047,0.7239300615808769,0.7921593505498692,0.16059830724613566,0.31464779320409875,0.16361019224001083,0.707,0.39,0.345,-0.047,-0.647,0.6222590780808844,0.5938876081231547
0.053341760883164,0.526506893479456,0.5892871772822488,0.4836579769309689,0.5291067144565134,0.3876371704771091,0.17629632858174793,-0.602,-0.028,-0.195,-0.338,-1.631,0.7119565404680999,0.37910571512439184
0.4974346525668354,0.3968437942951337,0.33043072125731743,0.501734262961439,0.864982545953919,0.5280450457245234,0.07696472773175844,1.315,-2.382,-0.898,1.038,-1.005,0.21667438670406636,0.46673887873895603
0.5845675768486569,0.17685153698797507,0.34491392824032996,0.6185713099867454,0.8130900959812805,0.3284397153608697,0.9810301210254183,-0.118,1.033,0.31,-0.702,-0.848,0.7028148892451258,0.49612199312609595
0.7143978836790614,0.7112386141330886,0.006134883673651448,0.012110379574862717,0.8505109627296006,0.6821274995908446,0.013092429971455877,-0.876,0.424,0.447,-2.037,0.365,0.9144444535600398,0.412402384113564
0.5522347948435155,0.786993254407959,0.3639270908659318,0.24650944259872354,0.7824002459780827,0.5181727432043052,0.9515728890409545,-1.762,-2.012,1.78,1.247,0.849,0.19242242641802443,0.19401975900102386
0.9261677271288425,0.362080391617736,0.14650626101470166,0.4575061971736998,0.27349666081154633,0.044611983337454086,0.29178138706713275,-0.066,0.379,0.667,-1.266,1.276,0.9430404226252028,0.7689067826731459
0.1905477536346033,0.3065922892451056,0.008541162300920502,0.31973150330738376,0.853003796458653,0.37638061699397385,0.5612024017458574,0.759,0.737,-0.438,-0.022,-0.062,0.323977294996564,0.596629254385635
0.4192448805480755,0.6494566464491992,0.8328051150170016,0.22955045518065464,0.7841791591010112,0.5816127629431557,0.3264791939509055,0.591,-0.285,0.06,-1.357,-1.664,0.7175979720362518,0.8359282155495098
0.4741155943495734,0.7601373411419937,0.8727464004800359,0.45067690552153006,0.8499020109711122,0.8366712946161033,0.7693741034214433,-0.229,-1.488,0.189,1.849,0.301,0.30475788854242003,0.5448307233952544
0.35112228637967424,0.8763890633766903,0.25092447806766527,0.6471918550177889,0.3367839994492692,0.3466791863039359,0.6194985082856632,-0.0,0.446,-0.109,-0.303,-0.366,0.818633138136472,0.44961909725248594
0.8938042346576714,0.8045800490772603,0.5526044743063051,0.033000876525683065,0.2583399416712342,0.8344237251075983,0.18574630713310802,1.261,-0.209,-0.414,-0.548,0.823,0.10603258584603936,0.44981133961964526
0.408904036667568,0.35983586418017843,0.37387500953401054,0.2546532767410298,0.5444681385779845,0.6826674500550403,0.14390768455985137,0.3,-0.913,-0.601,-0.944,1.198,0.8514713910086823,0.9705525731148905
0.9105808756280496,0.07140758669548897,0.7774192760169932,0.6813659565157164,0.5982147477317564,0.8465817260352114,0.34925267613060995,-1.735,-0.03,-0.667,-0.079,-1.903,0.2173087131884549,0.986614725455928
0.7828865202117492,0.1935028659369007,0.731923320391821,0.6348138396602168,0.03973704310862669,0.6468503472645671,0.7146729014246437,-0.263,-0.137,-0.414,-1.908,0.165,0.6091057084991047,0.1964819661291286
0.814689890630792,0.16021909848799598,0.46965632731100826,0.3619828652680658,0.2140198017270203,0.730578807279944,0.43103490691495994,1.666,0.668,1.032,-0.545,0.524,0.37140894185220463,0.38299206253134155
0.49546194172667657,0.6761606026393299,0.7469692084634665,0.8183054552868863,0.7497965057307392,0.2404519002935721,0.9810378655273122,0.081,-1.178,0.34,-0.075,0.069,0.7650976920528874,0.9320570040104685
0.5584950506759447,0.3823076316756554,0.0013101162950496237,0.10877582685528431,0.8073122296636557,0.005551892699482752,0.11127211564857864,-1.239,0.69,-0.741,-0.144,-1.382,0.2492489132300344,0.8028729655573441
